seq_len,time_since_start,seq_idx,time_since_last_event,type_event,dim_process
36,"[ 0.          0.49611111  2.18305556  2.48888889  3.26722222  3.81361111
  3.84055556  4.23555556  5.04277778  5.2625      5.35277778  5.46638889
  5.65305556  5.95666667  6.48416667  6.88166667  6.90277778  7.07444444
  7.17861111  7.34166667  7.45611111  7.61805556  7.70916667  8.08416667
  8.33805556  8.76416667  8.90861111  9.06944444  9.17638889  9.32333333
  9.35416667  9.50083333  9.57166667  9.79472222  9.90277778 10.10416667]",25,"[0.         0.49611111 1.68694444 0.30583333 0.77833333 0.54638889
 0.02694444 0.395      0.80722222 0.21972222 0.09027778 0.11361111
 0.18666667 0.30361111 0.5275     0.3975     0.02111111 0.17166667
 0.10416667 0.16305556 0.11444444 0.16194444 0.09111111 0.375
 0.25388889 0.42611111 0.14444444 0.16083333 0.10694444 0.14694444
 0.03083333 0.14666667 0.07083333 0.22305556 0.10805556 0.20138889]",[5 3 5 0 5 3 8 3 8 3 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0],10
36,"[0.         0.1375     0.18388889 0.25722222 0.30361111 0.37916667
 0.6        0.65277778 0.79527778 1.30944444 1.36666667 1.64638889
 1.70388889 1.91361111 2.84527778 2.95944444 2.99222222 3.02833333
 3.04916667 3.23583333 3.25416667 3.36111111 3.49944444 3.68305556
 3.98472222 4.09694444 4.26444444 4.36722222 5.32055556 5.45333333
 5.66833333 5.88472222 6.3475     6.36166667 6.39666667 6.47583333]",26,"[0.         0.1375     0.04638889 0.07333333 0.04638889 0.07555556
 0.22083333 0.05277778 0.1425     0.51416667 0.05722222 0.27972222
 0.0575     0.20972222 0.93166667 0.11416667 0.03277778 0.03611111
 0.02083333 0.18666667 0.01833333 0.10694444 0.13833333 0.18361111
 0.30166667 0.11222222 0.1675     0.10277778 0.95333333 0.13277778
 0.215      0.21638889 0.46277778 0.01416667 0.035      0.07916667]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
38,"[ 0.          0.4825      1.8175      2.07861111  2.50472222  2.72305556
  3.28722222  3.34611111  3.36611111  3.43833333  3.46194444  3.82611111
  3.90861111  3.93833333  4.50472222  4.57333333  4.72583333  4.8525
  4.90472222  5.04416667  5.1025      5.26166667  5.45611111  5.66916667
  5.99861111  6.21333333  6.46861111  7.13666667  7.80138889  7.9325
  8.73        8.865       9.13805556  9.22361111  9.34972222  9.42833333
 10.21805556 10.35666667]",27,"[0.         0.4825     1.335      0.26111111 0.42611111 0.21833333
 0.56416667 0.05888889 0.02       0.07222222 0.02361111 0.36416667
 0.0825     0.02972222 0.56638889 0.06861111 0.1525     0.12666667
 0.05222222 0.13944444 0.05833333 0.15916667 0.19444444 0.21305556
 0.32944444 0.21472222 0.25527778 0.66805556 0.66472222 0.13111111
 0.7975     0.135      0.27305556 0.08555556 0.12611111 0.07861111
 0.78972222 0.13861111]","[8 0 5 0 8 3 8 3 8 3 8 1 6 1 8 3 8 3 8 3 8 3 8 3 8 3 8 2 8 1 8 3 8 3 8 3 8
 3]",10
38,"[0.         0.23416667 0.24083333 0.87861111 1.31638889 1.99944444
 2.11305556 2.355      2.40694444 2.43888889 2.45305556 2.88666667
 2.96722222 3.46805556 3.74666667 4.26694444 4.29222222 4.56027778
 4.56777778 4.79083333 4.84611111 4.89305556 5.04555556 5.28333333
 5.31166667 5.64305556 5.65694444 5.87722222 6.15111111 6.21916667
 6.32111111 6.54361111 6.65083333 6.88611111 6.90111111 7.065
 7.07444444 7.54472222]",28,"[0.         0.23416667 0.00666667 0.63777778 0.43777778 0.68305556
 0.11361111 0.24194444 0.05194444 0.03194444 0.01416667 0.43361111
 0.08055556 0.50083333 0.27861111 0.52027778 0.02527778 0.26805556
 0.0075     0.22305556 0.05527778 0.04694444 0.1525     0.23777778
 0.02833333 0.33138889 0.01388889 0.22027778 0.27388889 0.06805556
 0.10194444 0.2225     0.10722222 0.23527778 0.015      0.16388889
 0.00944444 0.47027778]","[5 1 6 1 8 3 8 3 8 3 8 0 5 0 5 3 8 3 8 3 8 3 8 1 6 3 8 3 8 3 5 3 8 3 8 3 8
 1]",10
38,"[0.         0.8075     0.97138889 1.10583333 1.12694444 1.42166667
 1.67166667 1.80527778 1.87694444 1.98833333 2.09694444 2.21888889
 2.26666667 2.33694444 2.63805556 2.98777778 3.23666667 3.53305556
 3.83833333 3.97527778 3.99444444 4.18138889 4.27166667 4.36972222
 4.38333333 4.44638889 4.51722222 4.57805556 4.62444444 4.82888889
 5.18305556 5.47194444 5.50388889 5.87861111 6.01861111 6.08722222
 6.30777778 6.50972222]",29,"[0.         0.8075     0.16388889 0.13444444 0.02111111 0.29472222
 0.25       0.13361111 0.07166667 0.11138889 0.10861111 0.12194444
 0.04777778 0.07027778 0.30111111 0.34972222 0.24888889 0.29638889
 0.30527778 0.13694444 0.01916667 0.18694444 0.09027778 0.09805556
 0.01361111 0.06305556 0.07083333 0.06083333 0.04638889 0.20444444
 0.35416667 0.28888889 0.03194444 0.37472222 0.14       0.06861111
 0.22055556 0.20194444]","[5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
38,"[0.         0.12944444 0.29527778 0.40444444 0.64972222 0.72555556
 1.30777778 1.49694444 1.62361111 1.9475     2.04888889 2.1425
 2.3575     2.40972222 2.75722222 2.91666667 3.26666667 3.43805556
 3.47305556 3.63361111 3.80416667 3.84361111 3.88944444 4.37444444
 4.96083333 5.10416667 5.19694444 5.295      5.39805556 5.57111111
 5.6425     5.84527778 5.8975     6.03361111 6.05666667 6.26916667
 6.31111111 6.43083333]",30,"[0.         0.12944444 0.16583333 0.10916667 0.24527778 0.07583333
 0.58222222 0.18916667 0.12666667 0.32388889 0.10138889 0.09361111
 0.215      0.05222222 0.3475     0.15944444 0.35       0.17138889
 0.035      0.16055556 0.17055556 0.03944444 0.04583333 0.485
 0.58638889 0.14333333 0.09277778 0.09805556 0.10305556 0.17305556
 0.07138889 0.20277778 0.05222222 0.13611111 0.02305556 0.2125
 0.04194444 0.11972222]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 2 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
36,"[0.         0.27916667 0.42777778 0.51444444 0.57916667 0.80555556
 0.83722222 1.01       1.23555556 1.64555556 2.03166667 2.38083333
 2.44138889 2.72611111 3.03916667 3.15138889 3.17       3.23416667
 3.245      3.30166667 3.33194444 3.38888889 3.56027778 3.79722222
 3.83       3.98777778 4.005      4.25055556 4.32944444 4.63694444
 5.50916667 5.62027778 5.89194444 6.06416667 6.51694444 6.7125    ]",31,"[0.         0.27916667 0.14861111 0.08666667 0.06472222 0.22638889
 0.03166667 0.17277778 0.22555556 0.41       0.38611111 0.34916667
 0.06055556 0.28472222 0.31305556 0.11222222 0.01861111 0.06416667
 0.01083333 0.05666667 0.03027778 0.05694444 0.17138889 0.23694444
 0.03277778 0.15777778 0.01722222 0.24555556 0.07888889 0.3075
 0.87222222 0.11111111 0.27166667 0.17222222 0.45277778 0.19555556]",[8 3 8 3 8 3 8 3 5 0 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 8 3 8 3 8 3],10
38,"[0.         0.11555556 0.18083333 0.31277778 0.33166667 0.50361111
 0.53888889 0.71305556 0.76222222 0.83       0.90083333 1.46833333
 1.57805556 2.02972222 2.03972222 2.45416667 2.56277778 2.775
 2.80611111 2.85027778 2.89194444 3.16305556 3.17638889 3.64694444
 3.92027778 4.23388889 4.50777778 4.7925     4.98888889 5.09305556
 5.3875     5.49944444 5.56611111 5.7275     5.93166667 6.08972222
 6.34916667 6.68194444]",32,"[0.         0.11555556 0.06527778 0.13194444 0.01888889 0.17194444
 0.03527778 0.17416667 0.04916667 0.06777778 0.07083333 0.5675
 0.10972222 0.45166667 0.01       0.41444444 0.10861111 0.21222222
 0.03111111 0.04416667 0.04166667 0.27111111 0.01333333 0.47055556
 0.27333333 0.31361111 0.27388889 0.28472222 0.19638889 0.10416667
 0.29444444 0.11194444 0.06666667 0.16138889 0.20416667 0.15805556
 0.25944444 0.33277778]","[6 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 8 3 8 3 8 3 8 3 8 3 8
 1]",10
36,"[0.         0.49416667 0.51916667 0.71277778 0.80694444 1.08
 1.09527778 1.23083333 2.14222222 2.46916667 2.485      2.57611111
 2.58861111 2.64361111 2.67138889 2.73916667 2.76027778 2.91972222
 2.9475     3.41333333 3.45027778 3.79222222 4.92666667 5.08333333
 5.09222222 5.41916667 5.82861111 6.00611111 6.03805556 6.27222222
 6.29       6.47444444 7.51194444 7.73944444 7.79027778 7.9       ]",33,"[0.         0.49416667 0.025      0.19361111 0.09416667 0.27305556
 0.01527778 0.13555556 0.91138889 0.32694444 0.01583333 0.09111111
 0.0125     0.055      0.02777778 0.06777778 0.02111111 0.15944444
 0.02777778 0.46583333 0.03694444 0.34194444 1.13444444 0.15666667
 0.00888889 0.32694444 0.40944444 0.1775     0.03194444 0.23416667
 0.01777778 0.18444444 1.0375     0.2275     0.05083333 0.10972222]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
36,"[ 0.          0.09361111  0.26194444  0.67888889  1.31777778  1.43
  1.89305556  2.40055556  2.96638889  3.01861111  7.1275      7.26111111
  7.45805556  7.63972222  7.76027778  7.95194444  7.99333333  8.13694444
  8.305       8.40777778  8.55194444  8.79416667  8.80305556  8.93833333
  8.99416667  9.20722222  9.295       9.50638889  9.94666667 10.00694444
 10.07777778 10.32638889 10.42972222 10.55694444 10.60555556 10.77277778]",34,"[0.         0.09361111 0.16833333 0.41694444 0.63888889 0.11222222
 0.46305556 0.5075     0.56583333 0.05222222 4.10888889 0.13361111
 0.19694444 0.18166667 0.12055556 0.19166667 0.04138889 0.14361111
 0.16805556 0.10277778 0.14416667 0.24222222 0.00888889 0.13527778
 0.05583333 0.21305556 0.08777778 0.21138889 0.44027778 0.06027778
 0.07083333 0.24861111 0.10333333 0.12722222 0.04861111 0.16722222]",[8 3 8 3 8 3 8 4 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
38,"[0.         0.02722222 0.41805556 0.54472222 0.88944444 0.99888889
 1.2225     1.24444444 1.32138889 1.40805556 1.44888889 1.57916667
 1.64194444 1.68388889 1.85027778 2.15305556 2.21138889 2.25861111
 2.28388889 2.43972222 2.56916667 2.65722222 2.84555556 3.11611111
 3.31166667 3.69       3.96527778 4.24388889 4.26027778 4.40833333
 4.42555556 4.51861111 4.74583333 4.80777778 4.95444444 4.98194444
 5.5475     5.61333333]",35,"[0.         0.02722222 0.39083333 0.12666667 0.34472222 0.10944444
 0.22361111 0.02194444 0.07694444 0.08666667 0.04083333 0.13027778
 0.06277778 0.04194444 0.16638889 0.30277778 0.05833333 0.04722222
 0.02527778 0.15583333 0.12944444 0.08805556 0.18833333 0.27055556
 0.19555556 0.37833333 0.27527778 0.27861111 0.01638889 0.14805556
 0.01722222 0.09305556 0.22722222 0.06194444 0.14666667 0.0275
 0.56555556 0.06583333]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
36,"[0.         0.16388889 0.30305556 0.70194444 0.83305556 1.01222222
 1.16833333 1.215      1.5225     1.90694444 2.0975     2.34972222
 2.40111111 2.56277778 2.70805556 2.88916667 3.16027778 3.25222222
 3.26972222 3.38222222 3.86027778 4.28722222 4.43111111 4.67583333
 4.78305556 5.24111111 6.32055556 6.39583333 6.61416667 6.84222222
 7.35111111 7.47388889 7.70055556 7.845      7.94666667 8.26027778]",36,"[0.         0.16388889 0.13916667 0.39888889 0.13111111 0.17916667
 0.15611111 0.04666667 0.3075     0.38444444 0.19055556 0.25222222
 0.05138889 0.16166667 0.14527778 0.18111111 0.27111111 0.09194444
 0.0175     0.1125     0.47805556 0.42694444 0.14388889 0.24472222
 0.10722222 0.45805556 1.07944444 0.07527778 0.21833333 0.22805556
 0.50888889 0.12277778 0.22666667 0.14444444 0.10166667 0.31361111]",[8 3 8 3 8 3 8 3 8 0 8 3 8 3 8 3 8 3 8 3 8 1 8 3 8 0 8 3 8 1 8 3 8 3 8 0],10
36,"[0.         0.24638889 0.36       0.40388889 0.92388889 1.05527778
 1.44027778 1.66055556 2.0225     2.20694444 2.38305556 2.50916667
 2.57277778 2.83222222 2.91805556 2.95416667 3.05194444 3.32361111
 3.61555556 3.72805556 3.77194444 3.995      4.17638889 5.
 5.34833333 5.6775     5.71527778 6.02388889 6.22694444 6.67722222
 6.74666667 6.99194444 7.07916667 7.2275     7.39361111 7.615     ]",37,"[0.         0.24638889 0.11361111 0.04388889 0.52       0.13138889
 0.385      0.22027778 0.36194444 0.18444444 0.17611111 0.12611111
 0.06361111 0.25944444 0.08583333 0.03611111 0.09777778 0.27166667
 0.29194444 0.1125     0.04388889 0.22305556 0.18138889 0.82361111
 0.34833333 0.32916667 0.03777778 0.30861111 0.20305556 0.45027778
 0.06944444 0.24527778 0.08722222 0.14833333 0.16611111 0.22138889]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 6 1 6 1 8 3],10
36,"[ 0.          0.15333333  0.29111111  0.41194444  0.84805556  0.98361111
  1.27027778  1.58305556  1.67944444  1.84555556  1.89694444  2.03333333
  2.10666667  2.29138889  2.50555556  2.57444444  2.6675      2.83611111
  2.86277778  2.97194444  3.61        3.85611111  3.87583333  4.02555556
  4.10833333  4.36333333  4.48166667  4.69555556  8.11388889  8.22416667
  8.57027778  8.67805556  9.06833333  9.16277778 10.97416667 11.30416667]",38,"[0.         0.15333333 0.13777778 0.12083333 0.43611111 0.13555556
 0.28666667 0.31277778 0.09638889 0.16611111 0.05138889 0.13638889
 0.07333333 0.18472222 0.21416667 0.06888889 0.09305556 0.16861111
 0.02666667 0.10916667 0.63805556 0.24611111 0.01972222 0.14972222
 0.08277778 0.255      0.11833333 0.21388889 3.41833333 0.11027778
 0.34611111 0.10777778 0.39027778 0.09444444 1.81138889 0.33      ]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1],10
36,"[0.         0.07472222 0.09805556 0.35111111 0.39944444 0.72694444
 0.83583333 1.08055556 1.16194444 1.33888889 1.35833333 1.47055556
 1.58972222 1.70777778 2.495      2.52666667 2.69944444 2.75694444
 2.79027778 2.85194444 2.90055556 3.23166667 3.39861111 3.46111111
 3.485      3.70388889 5.03722222 5.19916667 5.24638889 5.59472222
 5.62611111 5.77722222 6.17111111 6.53611111 7.235      7.33805556]",39,"[0.         0.07472222 0.02333333 0.25305556 0.04833333 0.3275
 0.10888889 0.24472222 0.08138889 0.17694444 0.01944444 0.11222222
 0.11916667 0.11805556 0.78722222 0.03166667 0.17277778 0.0575
 0.03333333 0.06166667 0.04861111 0.33111111 0.16694444 0.0625
 0.02388889 0.21888889 1.33333333 0.16194444 0.04722222 0.34833333
 0.03138889 0.15111111 0.39388889 0.365      0.69888889 0.10305556]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 6 1 8 3 8 3],10
38,"[0.         0.35916667 0.39305556 0.64444444 1.34388889 1.76027778
 2.2875     2.66305556 3.49972222 3.93888889 4.04972222 4.30888889
 4.32916667 4.40833333 4.47166667 4.71416667 4.80055556 5.21472222
 5.24222222 5.45916667 5.59472222 5.94694444 5.97638889 6.29305556
 6.97638889 7.09611111 7.12388889 7.2425     7.32388889 7.38472222
 7.4225     7.50861111 7.58583333 7.96888889 8.39305556 8.56138889
 8.71472222 9.07527778]",40,"[0.         0.35916667 0.03388889 0.25138889 0.69944444 0.41638889
 0.52722222 0.37555556 0.83666667 0.43916667 0.11083333 0.25916667
 0.02027778 0.07916667 0.06333333 0.2425     0.08638889 0.41416667
 0.0275     0.21694444 0.13555556 0.35222222 0.02944444 0.31666667
 0.68333333 0.11972222 0.02777778 0.11861111 0.08138889 0.06083333
 0.03777778 0.08611111 0.07722222 0.38305556 0.42416667 0.16833333
 0.15333333 0.36055556]","[5 3 8 3 5 3 5 3 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 8 1 8
 1]",10
38,"[0.         0.42388889 0.485      0.80138889 0.84722222 0.95972222
 1.27916667 1.42583333 1.47833333 1.48888889 1.5        1.58472222
 1.68611111 1.74694444 1.86555556 2.02583333 2.0675     2.17416667
 2.22       2.34638889 2.45666667 2.54388889 2.55388889 2.62361111
 2.67388889 2.76583333 2.84722222 2.96666667 2.98888889 3.2575
 3.29333333 3.40083333 3.4225     3.65583333 3.66944444 3.96277778
 4.065      4.45055556]",41,"[0.         0.42388889 0.06111111 0.31638889 0.04583333 0.1125
 0.31944444 0.14666667 0.0525     0.01055556 0.01111111 0.08472222
 0.10138889 0.06083333 0.11861111 0.16027778 0.04166667 0.10666667
 0.04583333 0.12638889 0.11027778 0.08722222 0.01       0.06972222
 0.05027778 0.09194444 0.08138889 0.11944444 0.02222222 0.26861111
 0.03583333 0.1075     0.02166667 0.23333333 0.01361111 0.29333333
 0.10222222 0.38555556]","[5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
36,"[0.00000000e+00 1.38888889e-03 9.72222222e-03 4.23888889e-01
 2.32666667e+00 2.96138889e+00 3.01527778e+00 3.12138889e+00
 3.16000000e+00 3.61888889e+00 3.63277778e+00 3.79250000e+00
 5.97277778e+00 6.22500000e+00 6.49583333e+00 6.91333333e+00
 6.95111111e+00 7.10250000e+00 7.47888889e+00 7.97111111e+00
 8.53416667e+00 8.67361111e+00 8.72388889e+00 9.28361111e+00
 9.34750000e+00 9.40250000e+00 9.42888889e+00 9.75055556e+00
 9.76416667e+00 1.00597222e+01 1.00780556e+01 1.02741667e+01
 1.03797222e+01 1.04594444e+01 1.05175000e+01 1.06800000e+01]",42,"[0.00000000e+00 1.38888889e-03 8.33333333e-03 4.14166667e-01
 1.90277778e+00 6.34722222e-01 5.38888889e-02 1.06111111e-01
 3.86111111e-02 4.58888889e-01 1.38888889e-02 1.59722222e-01
 2.18027778e+00 2.52222222e-01 2.70833333e-01 4.17500000e-01
 3.77777778e-02 1.51388889e-01 3.76388889e-01 4.92222222e-01
 5.63055556e-01 1.39444444e-01 5.02777778e-02 5.59722222e-01
 6.38888889e-02 5.50000000e-02 2.63888889e-02 3.21666667e-01
 1.36111111e-02 2.95555556e-01 1.83333333e-02 1.96111111e-01
 1.05555556e-01 7.97222222e-02 5.80555556e-02 1.62500000e-01]",[6 1 6 0 5 3 8 3 8 3 8 3 6 1 6 1 6 1 8 1 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
36,"[0.         0.04194444 0.39       0.49027778 0.69833333 0.80194444
 0.82277778 0.95555556 1.14805556 1.255      1.28833333 1.30638889
 1.51694444 1.65361111 1.92833333 2.08166667 2.14777778 2.23138889
 2.91       3.06805556 3.13694444 3.49472222 3.55638889 3.6825
 3.71388889 3.91361111 4.02111111 4.13111111 4.21277778 4.375
 4.64638889 4.8325     5.10194444 5.8        6.48666667 7.0675    ]",43,"[0.         0.04194444 0.34805556 0.10027778 0.20805556 0.10361111
 0.02083333 0.13277778 0.1925     0.10694444 0.03333333 0.01805556
 0.21055556 0.13666667 0.27472222 0.15333333 0.06611111 0.08361111
 0.67861111 0.15805556 0.06888889 0.35777778 0.06166667 0.12611111
 0.03138889 0.19972222 0.1075     0.11       0.08166667 0.16222222
 0.27138889 0.18611111 0.26944444 0.69805556 0.68666667 0.58083333]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 1],10
38,"[0.         0.29611111 0.40333333 0.4875     0.51361111 0.68722222
 0.88277778 1.44611111 1.49305556 1.72638889 2.04055556 2.12861111
 2.1975     2.365      2.46527778 2.70888889 3.96916667 4.07861111
 4.37111111 4.58472222 4.66388889 4.77611111 4.81694444 5.30416667
 5.32194444 5.41694444 5.67527778 5.77361111 5.95       6.12611111
 6.31       6.38916667 6.61305556 7.15166667 7.23305556 7.33416667
 7.35638889 7.95166667]",44,"[0.         0.29611111 0.10722222 0.08416667 0.02611111 0.17361111
 0.19555556 0.56333333 0.04694444 0.23333333 0.31416667 0.08805556
 0.06888889 0.1675     0.10027778 0.24361111 1.26027778 0.10944444
 0.2925     0.21361111 0.07916667 0.11222222 0.04083333 0.48722222
 0.01777778 0.095      0.25833333 0.09833333 0.17638889 0.17611111
 0.18388889 0.07916667 0.22388889 0.53861111 0.08138889 0.10111111
 0.02222222 0.59527778]","[6 1 6 1 6 1 6 1 6 1 6 1 6 3 8 3 8 3 8 3 8 3 8 1 6 1 6 1 6 0 6 1 6 3 8 3 8
 0]",10
38,"[0.         0.44694444 0.75138889 0.92166667 1.08083333 1.18888889
 1.27861111 1.34055556 1.38       1.64388889 1.73861111 1.93861111
 2.10277778 2.21666667 2.26722222 2.40527778 2.92333333 3.26666667
 3.44277778 3.72166667 4.09194444 4.3725     4.46583333 4.91194444
 4.97638889 5.05861111 5.08277778 5.39527778 5.40888889 5.47305556
 5.56083333 5.70027778 5.7975     5.99638889 6.13777778 6.26833333
 6.52944444 6.61083333]",45,"[0.         0.44694444 0.30444444 0.17027778 0.15916667 0.10805556
 0.08972222 0.06194444 0.03944444 0.26388889 0.09472222 0.2
 0.16416667 0.11388889 0.05055556 0.13805556 0.51805556 0.34333333
 0.17611111 0.27888889 0.37027778 0.28055556 0.09333333 0.44611111
 0.06444444 0.08222222 0.02416667 0.3125     0.01361111 0.06416667
 0.08777778 0.13944444 0.09722222 0.19888889 0.14138889 0.13055556
 0.26111111 0.08138889]","[5 1 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 6 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
38,"[0.         0.30277778 0.43222222 0.70083333 0.96166667 1.11972222
 1.36944444 1.44944444 1.50333333 1.62222222 1.64638889 2.24555556
 2.81944444 2.93888889 3.55055556 3.58722222 3.62444444 3.75722222
 3.77833333 4.14555556 4.16722222 4.33833333 4.35305556 4.48944444
 4.59416667 4.74138889 4.93666667 5.07277778 5.25305556 5.36083333
 5.38777778 5.53944444 5.64722222 5.79611111 6.04444444 6.295
 6.34444444 6.53444444]",46,"[0.         0.30277778 0.12944444 0.26861111 0.26083333 0.15805556
 0.24972222 0.08       0.05388889 0.11888889 0.02416667 0.59916667
 0.57388889 0.11944444 0.61166667 0.03666667 0.03722222 0.13277778
 0.02111111 0.36722222 0.02166667 0.17111111 0.01472222 0.13638889
 0.10472222 0.14722222 0.19527778 0.13611111 0.18027778 0.10777778
 0.02694444 0.15166667 0.10777778 0.14888889 0.24833333 0.25055556
 0.04944444 0.19      ]","[8 3 8 3 8 3 8 3 8 3 8 2 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
36,"[0.         0.16555556 0.64805556 0.74222222 0.79583333 0.84027778
 0.88555556 0.9975     1.07861111 1.33527778 1.4175     1.53055556
 1.56194444 1.59444444 1.60638889 1.695      1.75277778 1.79694444
 1.89444444 2.08166667 2.12944444 2.21944444 2.24944444 2.80472222
 5.08722222 5.17388889 7.02611111 7.15888889 7.22083333 7.25972222
 7.32666667 7.41083333 7.51861111 7.71111111 7.78222222 8.16388889]",47,"[0.         0.16555556 0.4825     0.09416667 0.05361111 0.04444444
 0.04527778 0.11194444 0.08111111 0.25666667 0.08222222 0.11305556
 0.03138889 0.0325     0.01194444 0.08861111 0.05777778 0.04416667
 0.0975     0.18722222 0.04777778 0.09       0.03       0.55527778
 2.2825     0.08666667 1.85222222 0.13277778 0.06194444 0.03888889
 0.06694444 0.08416667 0.10777778 0.1925     0.07111111 0.38166667]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 8 3 8 3 8 3 8 3 8 3 8 0],10
38,"[0.         0.43361111 0.48472222 0.61194444 0.63       0.78305556
 0.84888889 1.08111111 1.11055556 1.39944444 1.43944444 1.67583333
 1.93833333 2.40194444 2.95138889 3.01527778 3.82916667 3.84722222
 4.28166667 4.50861111 4.53805556 5.02972222 5.28277778 5.57111111
 5.66194444 5.76611111 5.845      6.12861111 6.19583333 6.62277778
 6.75305556 6.83527778 8.25777778 8.35055556 8.50138889 8.72333333
 8.86083333 8.87611111]",48,"[0.         0.43361111 0.05111111 0.12722222 0.01805556 0.15305556
 0.06583333 0.23222222 0.02944444 0.28888889 0.04       0.23638889
 0.2625     0.46361111 0.54944444 0.06388889 0.81388889 0.01805556
 0.43444444 0.22694444 0.02944444 0.49166667 0.25305556 0.28833333
 0.09083333 0.10416667 0.07888889 0.28361111 0.06722222 0.42694444
 0.13027778 0.08222222 1.4225     0.09277778 0.15083333 0.22194444
 0.1375     0.01527778]","[5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5
 0]",10
38,"[0.         0.065      0.08333333 0.11333333 0.24861111 0.35166667
 0.36527778 0.44055556 0.54416667 0.70944444 0.73388889 0.83138889
 1.26777778 1.335      1.4075     1.56861111 1.60666667 1.66583333
 1.77666667 1.93166667 1.9625     2.02361111 2.03361111 2.10694444
 2.16222222 2.32305556 2.38861111 2.475      2.75055556 2.97444444
 3.01805556 3.07       3.085      3.21861111 3.46416667 3.53833333
 3.60722222 3.65416667]",49,"[0.         0.065      0.01833333 0.03       0.13527778 0.10305556
 0.01361111 0.07527778 0.10361111 0.16527778 0.02444444 0.0975
 0.43638889 0.06722222 0.0725     0.16111111 0.03805556 0.05916667
 0.11083333 0.155      0.03083333 0.06111111 0.01       0.07333333
 0.05527778 0.16083333 0.06555556 0.08638889 0.27555556 0.22388889
 0.04361111 0.05194444 0.015      0.13361111 0.24555556 0.07416667
 0.06888889 0.04694444]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
36,"[0.         0.10083333 0.18138889 0.25805556 0.29583333 0.44583333
 0.57444444 0.65277778 0.69277778 0.83694444 1.14027778 1.27166667
 1.35222222 1.55111111 1.66361111 1.74388889 1.75555556 1.84555556
 1.93222222 2.01222222 2.0325     2.18055556 2.18888889 2.36805556
 2.60277778 2.76166667 2.81333333 2.88916667 3.0025     3.15666667
 3.21194444 3.59611111 3.84666667 3.925      4.18916667 4.55083333]",50,"[0.         0.10083333 0.08055556 0.07666667 0.03777778 0.15
 0.12861111 0.07833333 0.04       0.14416667 0.30333333 0.13138889
 0.08055556 0.19888889 0.1125     0.08027778 0.01166667 0.09
 0.08666667 0.08       0.02027778 0.14805556 0.00833333 0.17916667
 0.23472222 0.15888889 0.05166667 0.07583333 0.11333333 0.15416667
 0.05527778 0.38416667 0.25055556 0.07833333 0.26416667 0.36166667]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 8 3 8 0],10
